n;natural;karatsuba
394;0,043691919999997;0,02249947100000327
395;0,0414759310000008;0,02840262100000146
396;0,04911904199999739;0,03069965799999963
397;0,043253851999999426;0,027970708000001565
398;0,041085054999999926;0,02747929200000243
399;0,041192776999999126;0,02991893100000098
400;0,040936296000001704;0,017942331000000422
401;0,04286913099999978;0,025276638999997658
402;0,04238387099999841;0,022406111999998757
403;0,04395147799999677;0,02577421200000174
404;0,040669556999997525;0,022305573000000578
405;0,05448871200000127;0,026649322000000808
406;0,04409510699999686;0,017254964000002815
407;0,0416072490000019;0,027577779999997887
408;0,04857530299999979;0,02703096400000149
409;0,04403560300000109;0,02577318500000203
410;0,04259828800000065;0,02433587000000159
411;0,04829214899999812;0,03123313599999733
412;0,04153748599999929;0,017803831999998465
413;0,041560055999998013;0,025380256999998352
414;0,043167674999999406;0,023162217000002983
415;0,04235001600000032;0,025675723000002648
416;0,042325393000002265;0,02347512299999721
417;0,04201556499999981;0,028040471000000622
418;0,04252339599999999;0,017632502999997968
419;0,0452246460000012;0,0249945120000028
420;0,04201659099999944;0,02343100799999931
421;0,0419170770000008;0,024722643000000488
422;0,04392480399999954;0,02260616699999929
423;0,04702718900000136;0,03220776100000222
424;0,05277644999999964;0,019856699000001754
425;0,04927600799999965;0,029667580999998222
426;0,056907834000000435;0,031841506999999325
427;0,0500485260000012;0,031743019000000317
428;0,05063022399999895;0,03256375600000183
429;0,04383247100000176;0,034378610000000975
430;0,047033344999999116;0,023727498999999597
431;0,05077795600000101;0,03385539099999946
432;0,04688561200000052;0,03029647099999977
433;0,045169246000000385;0,027076104999999018
434;0,048419363999997245;0,030897660000000826
435;0,04434543200000007;0,029925087000002293
436;0,05996815600000005;0,026305638000000187
437;0,06375893300000257;0,032241616000000306
438;0,0548888209999987;0,040445906000002196
439;0,057525437999998985;0,031593234999995445
440;0,04539597500000525;0,02935775299999932
441;0,049733568000000616;0,041687270999993586
442;0,05073076300000423;0,03295565799999878
443;0,0570596699999939;0,027676268999996978
444;0,04425309899999519;0,031032056000000807
445;0,04592535000000453;0,030217475000000604
446;0,045635013999998364;0,029673737000003086
447;0,054467168000002175;0,038333534999999586
448;0,04853837000000283;0,026348726999998462
449;0,06486590200000109;0,03143319099999786
450;0,06298846699999672;0,0377579929999996
451;0,12354857799999763;0,04583301699999964
452;0,0547739180000022;0,050767696999997725
453;0,060319020000001444;0,03055705500000272
454;0,07072801399999662;0,06620165100000008
455;0,07387246100000056;0,04114558399999879
456;0,045728373000002875;0,02957935199999895
457;0,04445623099999807;0,03321316400000285
458;0,05356846099999757;0,07349081899999987
459;0,08511347700000016;0,03793240000000253
460;0,05021062200000159;0,026956071999997278
461;0,07486555299999509;0,04913853400000079
462;0,05091850699999867;0,03166402399999413
463;0,05030603200000172;0,0315060319999958
464;0,06100023199999782;0,03079814600000219
465;0,04022020400000059;0,02963782899999501
466;0,040794718999997315;0,017016951000002223
467;0,040164803999999776;0,02501708199999797
468;0,040620313000005126;0,023883439000002227
469;0,04396071100000398;0,028181020999994644
470;0,04074957899999987;0,022308649999999375
471;0,03951847399999764;0,02809689600000098
472;0,04871790700000389;0,027048405000002163
473;0,04025611099999793;0,024433332000000973
474;0,03967236200000457;0,02279185900000158
475;0,041919128000003525;0,04827060499999902
476;0,06710753900000554;0,022443045999999356
477;0,04087576700000284;0,026836038999995537
478;0,04138052000000414;0,022417397999994648
479;0,03956156200000294;0,024822157000002676
480;0,040478735000000654;0,021915722999999332
481;0,03995346399999988;0,027030963999997937
482;0,040294070000001625;0,0219311119999972
483;0,04196837300000311;0,028260017000000914
484;0,04273268400000063;0,023098608999994497
485;0,04058440600000068;0,024412814000001504
486;0,041049147000002506;0,02795429399999705
487;0,0466968420000029;0,03381845700000241
488;0,04000578699999835;0,026904776000002073
489;0,039976033999998606;0,030536535999999614
490;0,04150978599999888;0,029778380999999854
491;0,049238047999999424;0,029956890999997654
492;0,039950386000001004;0,026700617999999565
493;0,03951539599999876;0,029325948999996854
494;0,04118559500000174;0,026860662000004254
495;0,04013197399999768;0,029673737000003086
496;0,03964158400000173;0,026846299000006013
497;0,04035459900000404;0,026752938999997866
498;0,040966048000001365;0,028547275000001093
499;0,0415220979999944;0,030276978999999926
500;0,04040281700000037;0,027250512000001947
501;0,040472579999999425;0,02892584100000306
502;0,07010425400000031;0,02940084200000115
503;0,04078343399999795;0,024392296000002034
504;0,04272857999999502;0,026702669000002288
505;0,04036383300000068;0,03058783300000556
506;0,05276824199999908;0,027383882000002302
507;0,042988137999998344;0,027179723000003264
508;0,04118559500000174;0,026830909999993935
509;0,04028586200000461;0,0243656219999977
510;0,040030408999996325;0,027179723000003264
511;0,039564640999998346;0,027203319000001613
512;0,04201351300000056;0,028295925000001887
513;0,04149850199999605;0,03084226000000001
514;0,04148824099999615;0,02733155899999673
515;0,042226904999999704;0,026651372999999978
516;0,06311465499999969;0,03221391699999998
517;0,04058748300000303;0,02914846499999868
518;0,03947641100000254;0,027384906999998293
519;0,04079472000000095;0,02873707100000189
520;0,048675843999994584;0,032212891000000354
521;0,04156723799999895;0,027679346999995857
522;0,0404335949999961;0,0267108769999993
523;0,04027560400000141;0,029140256999994563
524;0,04006836800000002;0,027575728000002186
525;0,03958618499999744;0,029074598999997647
526;0,040188399999998126;0,026688306000004047
527;0,041450283000003196;0,027357207999997968
528;0,04054952399999934;0,027774757000003092
529;0,04107992499999824;0,045898676000000194
530;0,04295223100000101;0,02885812999999615
531;0,059661404999999945;0,02905305499999855
532;0,0408655080000031;0,027542898999996623
533;0,04021199600000358;0,024557468999994114
534;0,04384580900000401;0,025405904999999507
535;0,045180531999996276;0,02760137599999979
536;0,04122663199999721;0,022032678000002193
537;0,039883701999997356;0,027557260999998334
538;0,04050848699999676;0,02214655499999907
539;0,03955848500000059;0,026728318000003526
540;0,04016890700000175;0,022605142000003298
541;0,040891156000000706;0,02768345000000494
542;0,042481333000004895;0,022498446000000172
543;0,04044385400000294;0,027490576999994687
544;0,039841637999998625;0,0218049229999977
545;0,042073015999996244;0,02754392499999625
546;0,04618080400000224;0,031939995999998416
547;0,041239968999995824;0,02968399600000282
548;0,03986318299999425;0,026767301999996107
549;0,03982112100000279;0,0321051689999976
550;0,05074102199999686;0,026789872999998465
551;0,04051771999999687;0,029416230999999016
552;0,03969493200000329;0,027221784999994725
553;0,03962927300000274;0,031090532999996867
554;0,04142976499999662;0,02746903299999559
555;0,0396405580000021;0,02975170699999552
556;0,0433584960000033;0,027557261999994864
557;0,04273063199999427;0,03024825199999981
558;0,040355624999996564;0,027316170000005968
559;0,04181653700000254;0,029650140999997632
560;0,04340466200000037;0,029307482999996637
561;0,055966038000001106;0,029410075000001257
562;0,03982317199999841;0,0279994340000016
563;0,04131075700000508;0,03061553199999878
564;0,0491210940000002;0,03188562199999723
565;0,042241267999997945;0,02923156399999982
566;0,039111183000002825;0,026774484000000598
567;0,03970519200000666;0,026623673999999653
568;0,039763668999995616;0,027659853999999484
569;0,03930097900000362;0,027685502000004192
570;0,04010119699999848;0,026455423000001588
571;0,04142053099999998;0,02708123499999715
572;0,04047771000000466;0,027372595999999305
573;0,041579549000005045;0,029962021000002892
574;0,04012992199999843;0,027419787999996004
575;0,03950000700000089;0,03324188999999933
576;0,05116062400000487;0,027301807999997152
577;0,040929114999997296;0,02927978299999978
578;0,039958593000001486;0,03051191400000164
579;0,053357120999997676;0,03158913099999694
580;0,04161135199999677;0,02844160600000123
581;0,0416759850000048;0,030522173999997904
582;0,04224126800000505;0,02743415100000135
583;0,054909339000005275;0,028974058000002856
584;0,041044018000000904;0,027525457999999503
585;0,039803679999998565;0,03113054500000345
586;0,04160930100000115;0,02692324299999882
587;0,04190579200000144;0,03076223899999775
588;0,04090757000000167;0,027275133000003393
589;0,0403812739999978;0,0313541949999987
590;0,05171359599999903;0,026593923000000075
591;0,040841912000004754;0,032193397999996876
592;0,03961183200000562;0,029144361999996704
593;0,04982487499999877;0,031232109999997704
594;0,040072471000002;0,027254615000003923
595;0,03986421000000462;0,029912776000003305
596;0,0429686459999985;0,026680100000000095
597;0,039889856999998585;0,03223135800000421
598;0,03978521300000182;0,026846299000006013
599;0,040343313999997577;0,031768667999998
600;0,04023251499999958;0,022170150999997418
601;0,03990934899999843;0,027539820999997744
602;0,042337705000001336;0,02234045400000184
603;0,041079925000005346;0,02890737399999921
604;0,043252824999996164;0,023921397999998817
605;0,048987723000003314;0,029714773000002026
606;0,04139693500000163;0,028262070000003803
607;0,051512516000002506;0,03643558099999922
608;0,04719851699999822;0,026815521000003173
609;0,04293273799999753;0,03263659600000324
610;0,0430579009999974;0,027361310999999944
611;0,04050130600000301;0,03219032100000163
612;0,04031253699999837;0,03120441099999738
613;0,04045616500000193;0,02946342300000282
614;0,04083575599999989;0,027110987000000364
615;0,04131178400000124;0,03201078400000057
616;0,04255827700000481;0,027524431999999877
617;0,040867560000002356;0,0319687219999949
618;0,04111891099999809;0,032974123999998994
619;0,04971099799999479;0,03543838600000271
620;0,04075573499999763;0,027091493999996885
621;0,03938715600000364;0,0346822830000022
622;0,04956531799999908;0,028642686000004858
623;0,04075573499999763;0,031894854999997335
624;0,039498981000001265;0,03137573899999779
625;0,0404284659999945;0,03372304700000228
626;0,03964773999999949;0,027728590999998914
627;0,04085114499999776;0,03143729499999637
628;0,040204815000002725;0,02664829599999763
629;0,041284084000004384;0,03327984899999592
630;0,04248441099999667;0,03143524300000422
631;0,04066955700000108;0,03369945100000393
632;0,0396138849999943;0,033275744999997414
633;0,04917957099999626;0,02936903799999868
634;0,03949692899999491;0,026579559000005304
635;0,04165649299999785;0,024940137000001528
636;0,057844498999997995;0,07118967899999973
637;0,055906534999998314;0,02668420300000207
638;0,03991140199999421;0,031641452999998876
639;0,04099990399999598;0,028935072999999534
640;0,040036563999997554;0,027413632999994775
641;0,039856000999996866;0,027267952000002538
642;0,04015146699999406;0,031245447000003423
643;0,04229769400000549;0,03023081100000269
644;0,04137949399999741;0,031932815000004666
645;0,04141847900000073;0,03148448700000017
646;0,04446443800000566;0,029203864999999496
647;0,049164182000005496;0,02863140099999839
648;0,046486528000002636;0,032683788999996466
649;0,04226691599999555;0,029850195000001634
650;0,04107787399999552;0,03477256400000073
651;0,05336430299999506;0,03188870000000321
652;0,03963029899999526;0,03137368699999854
653;0,04102247400000181;0,026594947999996066
654;0,03987139099999837;0,03184868900000026
655;0,03947333300000366;0,029371089000001405
656;0,04044693200000182;0,031896908000000224
657;0,040750604999999496;0,03261402599999741
658;0,04127074700000577;0,031448579000006305
659;0,04164418200000597;0,034524290000000235
660;0,040039640999999904;0,03545069800000533
661;0,058817072000003634;0,029722980999999038
662;0,03994730900000576;0,032287783000001014
663;0,041363079999996444;0,03152142000000424
664;0,04309278199999511;0,03503622500000603
665;0,047849978000002125;0,035092650999999364
666;0,04030432999999789;0,016773806999999863
667;0,04049822799999703;0,024090675000003614
668;0,03932867900000048;0,02480471599999845
669;0,03965492100000034;0,028937124999998787
670;0,04027355099999852;0,02456875400000058
671;0,0413753899999989;0,03478692599999533
672;0,039409726000002365;0,024056819999998424
673;0,03998116399999674;0,019598168000001692
674;0,03974417599999924;0,024208655999998996
675;0,041371286999996926;0,027661905999998737
676;0,04887282100000334;0,027805534000002297
677;0,04115994700000414;0,033789730999998824
678;0,04152209699999787;0,026572377000000813
679;0,04334721100000394;0,03633401599999786
680;0,047908454999998185;0,02439947700000289
681;0,04047668399999793;0,02644413799999512
682;0,040767020000004095;0,024030146000001196
683;0,04139693500000163;0,034471969000001934
684;0,04067468699999921;0,026658554999997364
685;0,04035767799999945;0,035310146000000486
686;0,04103375900000117;0,017012847000003717
687;0,042220749000001945;0,02657648099999932
688;0,0408870520000022;0,043997644000000946
689;0,042025823999999545;0,031315211000006116
690;0,040071444999995265;0,029057159000004162
691;0,053856744000000845;0,03437655799999817
692;0,04203813599999506;0,02416761899999642
693;0,040223280999995836;0,024607739000003903
694;0,049125197000002174;0,026571351000001187
695;0,04223613799999981;0,02667599600000159
696;0,041083004000000756;0,02665342499999923
697;0,04047976100000028;0,034120077999993725
